Month,MilesMM
1963-05-04,8537.013024432035
1963-05-05,8564.983354929733
1963-05-06,8594.510871222234
1963-05-07,8625.595573309536
1963-05-08,8658.237461191642
1963-05-09,8692.436534868546
1963-05-10,8728.192794340255
1963-05-11,8765.506239606764
1963-05-12,8804.376870668077
1963-05-13,8844.80468752419
1963-05-14,8886.789690175106
1963-05-15,8930.331878620824
1963-05-16,8975.431252861345
1963-05-17,9021.811946632159
1963-05-18,9067.818762346227
1963-05-19,9113.175833739047
1963-05-20,9157.883160810614
1963-05-21,9201.940743560932
1963-05-22,9245.348581989992
1963-05-23,9288.106676097808
1963-05-24,9330.21502588437
1963-05-25,9371.67363134968
1963-05-26,9412.482492493742
1963-05-27,9452.641609316548
1963-05-28,9492.150981818104
1963-05-29,9531.01060999841
1963-05-30,9569.220493857463
1963-05-31,9606.780633395267
1963-06-01,9644.0
1963-06-02,9679.951679507116
1963-06-03,9715.562586081165
1963-06-04,9750.523748333962
1963-06-05,9784.835166265508
1963-06-06,9818.496839875803
1963-06-07,9851.508769164846
1963-06-08,9883.870954132637
1963-06-09,9915.583394779178
1963-06-10,9946.646091104467
1963-06-11,9977.059043108504
1963-06-12,10006.82225079129
1963-06-13,10035.935714152827
1963-06-14,10064.39943319311
1963-06-15,10092.213407912142
1963-06-16,10119.377638309925
1963-06-17,10145.968885529675
1963-06-18,10172.063910714616
1963-06-19,10197.662713864751
1963-06-20,10222.765294980074
1963-06-21,10247.37165406059
1963-06-22,10271.481791106296
1963-06-23,10295.095706117196
1963-06-24,10318.213399093285
1963-06-25,10340.834870034563
1963-06-26,10362.960118941037
1963-06-27,10384.589145812699
1963-06-28,10405.721950649553
1963-06-29,10426.358533451597
1963-06-30,10446.498894218834
1963-07-01,10466.0
1963-07-02,10485.29094964888
1963-07-03,10503.94264431169
1963-07-04,10522.098116939693
1963-07-05,10539.757367532882
1963-07-06,10556.920396091267
1963-07-07,10573.58720261484
1963-07-08,10589.757787103606
1963-07-09,10605.432149557564
1963-07-10,10620.610289976712
1963-07-11,10635.29220836105
1963-07-12,10649.47790471058
1963-07-13,10663.1673790253
1963-07-14,10676.360631305215
1963-07-15,10689.05766155032
1963-07-16,10701.258469760614
1963-07-17,10712.878780149567
1963-07-18,10723.412937997964
1963-07-19,10732.77666751927
1963-07-20,10740.96996871349
1963-07-21,10747.992841580619
1963-07-22,10753.84528612066
1963-07-23,10758.52730233361
1963-07-24,10762.038890219472
1963-07-25,10764.380049778245
1963-07-26,10765.550781009926
1963-07-27,10765.55108391452
1963-07-28,10764.380958492024
1963-07-29,10762.04040474244
1963-07-30,10758.529422665766
1963-07-31,10753.848012262002
1963-08-01,10748.0
1963-08-02,10740.973906473206
1963-08-03,10732.781211088175
1963-08-04,10723.418087376052
1963-08-05,10712.884535336843
1963-08-06,10701.180554970546
1963-08-07,10688.306146277155
1963-08-08,10674.261309256677
1963-08-09,10659.04604390911
1963-08-10,10642.660350234451
1963-08-11,10625.104228232707
1963-08-12,10606.37767790387
1963-08-13,10586.480699247946
1963-08-14,10565.413292264933
1963-08-15,10543.175456954828
1963-08-16,10519.767193317637
1963-08-17,10495.164427843296
1963-08-18,10469.222719471454
1963-08-19,10441.91799469205
1963-08-20,10413.25025350509
1963-08-21,10383.219495910571
1963-08-22,10351.82572190849
1963-08-23,10319.068931498852
1963-08-24,10284.94912468165
1963-08-25,10249.466301456892
1963-08-26,10212.620461824572
1963-08-27,10174.411605784693
1963-08-28,10134.839733337254
1963-08-29,10093.904844482257
1963-08-30,10051.606939219699
1963-08-31,10007.946017549582
1963-09-01,9963.0
1963-09-02,9916.535124986667
1963-09-03,9868.78515409387
1963-09-04,9819.672166793516
1963-09-05,9769.196163085599
1963-09-06,9717.357142970122
1963-09-07,9664.155106447088
1963-09-08,9609.590053516491
1963-09-09,9553.661984178336
1963-09-10,9496.370898432622
1963-09-11,9437.716796279346
1963-09-12,9377.699677718512
1963-09-13,9316.31954275012
1963-09-14,9253.576391374165
1963-09-15,9189.470223590653
1963-09-16,9124.00103939958
1963-09-17,9058.126956747014
1963-09-18,8992.806093579018
1963-09-19,8928.038449895595
1963-09-20,8863.824025696744
1963-09-21,8800.162820982465
1963-09-22,8737.054835752759
1963-09-23,8674.500070007623
1963-09-24,8612.49852374706
1963-09-25,8551.050196971068
1963-09-26,8490.155089679649
1963-09-27,8429.813201872801
1963-09-28,8370.024533550526
1963-09-29,8310.789084712822
1963-09-30,8252.106855359689
1963-10-01,8194.0
1963-10-02,8136.402055107143
1963-10-03,8079.379484207726
1963-10-04,8022.910132792882
1963-10-05,7966.994000862609
1963-10-06,7911.631088416909
1963-10-07,7856.821395455781
1963-10-08,7802.564921979224
1963-10-09,7748.86166798724
1963-10-10,7695.711633479827
1963-10-11,7643.114818456985
1963-10-12,7591.0712229187175
1963-10-13,7539.580846865021
1963-10-14,7488.643690295896
1963-10-15,7438.259753211343
1963-10-16,7388.4290356113615
1963-10-17,7339.340675811301
1963-10-18,7292.129503703244
1963-10-19,7246.984657602542
1963-10-20,7203.906137509192
1963-10-21,7162.893943423195
1963-10-22,7123.948075344551
1963-10-23,7087.06853327326
1963-10-24,7052.255317209324
1963-10-25,7019.508427152739
1963-10-26,6988.827863103508
1963-10-27,6960.2136250616295
1963-10-28,6933.665713027105
1963-10-29,6909.184126999934
1963-10-30,6886.768866980115
1963-10-31,6866.4199329676485
1963-11-01,6848.0
1963-11-02,6831.9210429647765
1963-11-03,6817.7710869743705
1963-11-04,6805.687456991318
1963-11-05,6795.670153015618
1963-11-06,6787.719175047271
1963-11-07,6781.834523086278
1963-11-08,6778.016197132636
1963-11-09,6776.264197186349
1963-11-10,6776.578523247414
1963-11-11,6778.959175315832
1963-11-12,6783.406153391605
1963-11-13,6789.919457474729
1963-11-14,6798.499087565207
1963-11-15,6809.145043663038
1963-11-16,6821.857325768223
1963-11-17,6835.598500292115
1963-11-18,6849.33113364607
1963-11-19,6863.055225830089
1963-11-20,6876.77077684417
1963-11-21,6890.477786688315
1963-11-22,6904.176255362524
1963-11-23,6917.866182866795
1963-11-24,6931.54756920113
1963-11-25,6945.220414365526
1963-11-26,6958.884718359987
1963-11-27,6972.540481184511
1963-11-28,6986.187702839098
1963-11-29,6999.826383323747
1963-11-30,7013.456522638459
1963-12-01,7027.0
1963-12-02,7040.691177758076
1963-12-03,7054.295693562979
1963-12-04,7067.891668197944
1963-12-05,7081.479101662972
1963-12-06,7095.057993958066
1963-12-07,7108.628345083219
1963-12-08,7122.190155038438
1963-12-09,7135.743423823719
1963-12-10,7149.288151439065
1963-12-11,7162.82433788447
1963-12-12,7176.351983159942
1963-12-13,7189.871087265476
1963-12-14,7203.381650201073
1963-12-15,7216.883671966732
1963-12-16,7230.377152562456
1963-12-17,7243.678300384779
1963-12-18,7255.684365812907
1963-12-19,7266.211557243378
1963-12-20,7275.259874676191
1963-12-21,7282.829318111346
1963-12-22,7288.919887548844
1963-12-23,7293.531582988681
1963-12-24,7296.664404430863
1963-12-25,7298.318351875387
1963-12-26,7298.493425322253
1963-12-27,7297.18962477146
1963-12-28,7294.406950223009
1963-12-29,7290.145401676901
1963-12-30,7284.404979133135
1963-12-31,7277.185682591713
1964-01-01,7269.0
1964-01-02,7258.310467515891
1964-01-03,7246.6545489814935
1964-01-04,7233.519756449437
1964-01-05,7218.906089919725
1964-01-06,7202.813549392355
1964-01-07,7185.242134867324
1964-01-08,7166.191846344636
1964-01-09,7145.662683824294
1964-01-10,7123.654647306292
1964-01-11,7100.16773679063
1964-01-12,7075.201952277312
1964-01-13,7048.757293766335
1964-01-14,7020.833761257702
1964-01-15,6991.431354751408
1964-01-16,6960.55007424746
1964-01-17,6928.721077393573
1964-01-18,6899.131310076073
1964-01-19,6872.311929942679
1964-01-20,6848.262936993396
1964-01-21,6826.984331228218
1964-01-22,6808.476112647148
1964-01-23,6792.738281250187
1964-01-24,6779.770837037333
1964-01-25,6769.573780008586
1964-01-26,6762.147110163947
1964-01-27,6757.490827503417
1964-01-28,6755.604932026992
1964-01-29,6756.489423734676
1964-01-30,6760.144302626469
1964-01-31,6766.569568702367
1964-02-01,6775.0
1964-02-02,6787.73126240649
1964-02-03,6802.467690034711
1964-02-04,6819.974504847041
1964-02-05,6840.251706843479
1964-02-06,6863.299296024024
1964-02-07,6889.1172723886775
1964-02-08,6917.705635937436
1964-02-09,6949.064386670307
1964-02-10,6983.193524587283
1964-02-11,7020.093049688367
1964-02-12,7059.762961973556
1964-02-13,7102.203261442855
1964-02-14,7147.41394809626
1964-02-15,7195.395021933776
1964-02-16,7245.636177074099
1964-02-17,7295.075578229447
1964-02-18,7343.2029195185205
1964-02-19,7390.018200941322
1964-02-20,7435.521422497849
1964-02-21,7479.712584188102
1964-02-22,7522.591686012081
1964-02-23,7564.158727969785
1964-02-24,7604.413710061217
1964-02-25,7643.3566322863735
1964-02-26,7680.987494645257
1964-02-27,7717.306297137868
1964-02-28,7752.313039764203
1964-02-29,7786.007722524265
1964-03-01,7819.0
1964-03-02,7849.460908445568
1964-03-03,7879.219411606809
1964-03-04,7907.665854901775
1964-03-05,7934.800238330468
1964-03-06,7960.622561892888
1964-03-07,7985.132825589033
1964-03-08,8008.331029418905
1964-03-09,8030.217173382502
1964-03-10,8050.7912574798265
1964-03-11,8070.053281710876
1964-03-12,8088.003246075652
1964-03-13,8104.641150574155
1964-03-14,8119.966995206383
1964-03-15,8133.9807799723385
1964-03-16,8146.682504872019
1964-03-17,8158.280047131423
1964-03-18,8170.020670106522
1964-03-19,8182.1122510233145
1964-03-20,8194.5547898818
1964-03-21,8207.348286681978
1964-03-22,8220.49274142385
1964-03-23,8233.988154107412
1964-03-24,8247.83452473267
1964-03-25,8262.031853299617
1964-03-26,8276.580139808262
1964-03-27,8291.479384258595
1964-03-28,8306.729586650623
1964-03-29,8322.330746984342
1964-03-30,8338.282865259756
1964-03-31,8354.58594147686
1964-04-01,8371.0
1964-04-02,8388.24496773615
1964-04-03,8405.600917778333
1964-04-04,8423.307825762211
1964-04-05,8441.365691687779
1964-04-06,8459.774515555042
1964-04-07,8478.534297363996
1964-04-08,8497.645037114644
1964-04-09,8517.106734806983
1964-04-10,8536.919390441017
1964-04-11,8557.083004016742
1964-04-12,8577.597575534159
1964-04-13,8598.46310499327
1964-04-14,8619.679592394074
1964-04-15,8641.247037736572
1964-04-16,8663.165441020761
1964-04-17,8685.590061083189
1964-04-18,8708.676156760403
1964-04-19,8732.4237280524
1964-04-20,8756.83277495918
1964-04-21,8781.90329748075
1964-04-22,8807.635295617103
1964-04-23,8834.028769368242
1964-04-24,8861.083718734164
1964-04-25,8888.80014371487
1964-04-26,8917.178044310362
1964-04-27,8946.21742052064
1964-04-28,8975.918272345702
1964-04-29,9006.280599785548
1964-04-30,9037.30440284018
1964-05-01,9069.0
1964-05-02,9101.336435793799
1964-05-03,9134.344665692786
1964-05-04,9168.014371206558
1964-05-05,9202.345552335115
1964-05-06,9237.338209078456
1964-05-07,9272.992341436582
1964-05-08,9309.307949409493
1964-05-09,9346.28503299719
1964-05-10,9383.92359219967
1964-05-11,9422.223627016934
1964-05-12,9461.185137448987
1964-05-13,9500.808123495823
1964-05-14,9541.092585157443
1964-05-15,9582.038522433848
1964-05-16,9623.64593532504
1964-05-17,9665.778192513153
1964-05-18,9707.615506091019
1964-05-19,9749.021244740774
1964-05-20,9789.995408462422
1964-05-21,9830.53799725596
1964-05-22,9870.649011121386
1964-05-23,9910.328450058705
1964-05-24,9949.576314067914
1964-05-25,9988.392603149015
1964-05-26,10026.777317302005
1964-05-27,10064.730456526886
1964-05-28,10102.252020823656
1964-05-29,10139.34201019232
1964-05-30,10176.00042463287
1964-05-31,10212.227264145313
1964-06-01,10248.0
1964-06-02,10283.38621838587
1964-06-03,10318.318333113984
1964-06-04,10352.81887291399
1964-06-05,10386.887837785885
1964-06-06,10420.52522772967
1964-06-07,10453.731042745349
1964-06-08,10486.505282832914
1964-06-09,10518.847947992372
1964-06-10,10550.75903822372
1964-06-11,10582.238553526955
1964-06-12,10613.286493902086
1964-06-13,10643.902859349106
1964-06-14,10674.087649868015
1964-06-15,10703.840865458817
1964-06-16,10733.162506121507
1964-06-17,10761.646652664922
1964-06-18,10788.887385897891
1964-06-19,10814.884705820416
1964-06-20,10839.6386124325
1964-06-21,10863.149105734137
1964-06-22,10885.416185725333
1964-06-23,10906.439852406082
1964-06-24,10926.220105776389
1964-06-25,10944.75694583625
1964-06-26,10962.050372585669
1964-06-27,10978.100386024642
1964-06-28,10992.906986153172
1964-06-29,11006.470172971256
1964-06-30,11018.789946478897
1964-07-01,11030.0
1964-07-02,11039.699253562849
1964-07-03,11048.288787139158
1964-07-04,11055.634907405023
1964-07-05,11061.737614360443
1964-07-06,11066.59690800542
1964-07-07,11070.212788339955
1964-07-08,11072.585255364043
1964-07-09,11073.714309077688
1964-07-10,11073.599949480891
1964-07-11,11072.242176573645
1964-07-12,11069.64099035596
1964-07-13,11065.796390827829
1964-07-14,11060.708377989253
1964-07-15,11054.376951840235
1964-07-16,11046.80211238077
1964-07-17,11038.114621974906
1964-07-18,11029.099054806884
1964-07-19,11019.88617324075
1964-07-20,11010.475977276497
1964-07-21,11000.868466914133
1964-07-22,10991.063642153653
1964-07-23,10981.061502995059
1964-07-24,10970.86204943835
1964-07-25,10960.465281483528
1964-07-26,10949.87119913059
1964-07-27,10939.07980237954
1964-07-28,10928.09109123037
1964-07-29,10916.905065683088
1964-07-30,10905.521725737693
1964-07-31,10893.941071394183
1964-08-01,10882.0
1964-08-02,10870.187819512821
1964-08-03,10858.015221974965
1964-08-04,10845.645310038995
1964-08-05,10833.078083704913
1964-08-06,10820.313542972719
1964-08-07,10807.351687842405
1964-08-08,10794.19251831398
1964-08-09,10780.83603438744
1964-08-10,10767.282236062783
1964-08-11,10753.531123340013
1964-08-12,10739.58269621913
1964-08-13,10725.43695470013
1964-08-14,10711.093898783016
1964-08-15,10696.55352846779
1964-08-16,10681.815843754448
1964-08-17,10666.791098987896
1964-08-18,10650.94082023758
1964-08-19,10634.175261848399
1964-08-20,10616.49442382036
1964-08-21,10597.898306153458
1964-08-22,10578.386908847695
1964-08-23,10557.960231903075
1964-08-24,10536.61827531959
1964-08-25,10514.361039097246
1964-08-26,10491.188523236038
1964-08-27,10467.100727735971
1964-08-28,10442.097652597044
1964-08-29,10416.179297819253
1964-08-30,10389.345663402604
1964-08-31,10361.596749347093
1964-09-01,10333.0
1964-09-02,10303.353082319483
1964-09-03,10272.858329347391
1964-09-04,10241.448296736438
1964-09-05,10209.12298448662
1964-09-06,10175.882392597943
1964-09-07,10141.726521070403
1964-09-08,10106.655369904005
1964-09-09,10070.668939098743
1964-09-10,10033.767228654622
1964-09-11,9995.950238571637
1964-09-12,9957.217968849794
1964-09-13,9917.57041948909
1964-09-14,9877.007590489524
1964-09-15,9835.529481851096
1964-09-16,9793.136093573808
1964-09-17,9750.100849693943
1964-09-18,9706.697174247787
1964-09-19,9662.925067235343
1964-09-20,9618.784528656604
1964-09-21,9574.275558511576
1964-09-22,9529.398156800256
1964-09-23,9484.152323522645
1964-09-24,9438.538058678743
1964-09-25,9392.555362268551
1964-09-26,9346.204234292067
1964-09-27,9299.48467474929
1964-09-28,9252.396683640225
1964-09-29,9204.940260964866
1964-09-30,9157.115406723218
1964-10-01,9109.0
1964-10-02,9060.360403541048
1964-10-03,9011.430254600526
1964-10-04,8962.131674093715
1964-10-05,8912.464662020608
1964-10-06,8862.429218381214
1964-10-07,8812.025343175528
1964-10-08,8761.253036403548
1964-10-09,8710.11229806528
1964-10-10,8658.603128160721
1964-10-11,8606.725526689868
1964-10-12,8554.479493652729
1964-10-13,8501.865029049295
1964-10-14,8448.882132879571
1964-10-15,8395.530805143555
1964-10-16,8341.81104584125
1964-10-17,8287.985939073198
1964-10-18,8235.63398944268
1964-10-19,8185.018281050237
1964-10-20,8136.1388138958755
1964-10-21,8088.995587979591
1964-10-22,8043.588603301383
1964-10-23,7999.917859861255
1964-10-24,7957.9833576592055
1964-10-25,7917.785096695235
1964-10-26,7879.323076969342
1964-10-27,7842.597298481524
1964-10-28,7807.607761231788
1964-10-29,7774.35446522013
1964-10-30,7742.837410446548
1964-10-31,7713.056596911046
1964-11-01,7685.0
1964-11-02,7658.703693554276
1964-11-03,7634.131603733008
1964-11-04,7611.295755149818
1964-11-05,7590.196147804708
1964-11-06,7570.832781697674
1964-11-07,7553.205656828721
1964-11-08,7537.314773197842
1964-11-09,7523.160130805043
1964-11-10,7510.7417296503245
1964-11-11,7500.05956973368
1964-11-12,7491.113651055117
1964-11-13,7483.9039736146315
1964-11-14,7478.430537412224
1964-11-15,7474.693342447896
1964-11-16,7472.692388721644
1964-11-17,7472.211497275114
1964-11-18,7473.034489149948
1964-11-19,7475.161364346146
1964-11-20,7478.592122863708
1964-11-21,7483.326764702632
1964-11-22,7489.3652898629225
1964-11-23,7496.707698344577
1964-11-24,7505.353990147592
1964-11-25,7515.304165271974
1964-11-26,7526.55822371772
1964-11-27,7539.116165484828
1964-11-28,7552.977990573301
1964-11-29,7568.143698983137
1964-11-30,7584.613290714336
1964-12-01,7602.0
1964-12-02,7621.46412414083
1964-12-03,7641.845365836122
1964-12-04,7663.530490852778
1964-12-05,7686.519499190797
1964-12-06,7710.81239085018
1964-12-07,7736.409165830929
1964-12-08,7763.309824133041
1964-12-09,7791.514365756515
1964-12-10,7821.022790701355
1964-12-11,7851.835098967556
1964-12-12,7883.951290555125
1964-12-13,7917.371365464056
1964-12-14,7952.09532369435
1964-12-15,7988.123165246008
1964-12-16,8025.454890119032
1964-12-17,8063.621326511998
1964-12-18,8099.807443616368
1964-12-19,8133.544069630725
1964-12-20,8164.8312045550665
1964-12-21,8193.668848389392
1964-12-22,8220.057001133704
1964-12-23,8243.995662788002
1964-12-24,8265.484833352284
1964-12-25,8284.524512826552
1964-12-26,8301.114701210803
1964-12-27,8315.255398505044
1964-12-28,8326.946604709265
1964-12-29,8336.188319823474
1964-12-30,8342.980543847667
1964-12-31,8347.323276781844
1965-01-01,8350.0
1965-01-02,8348.660269380158
1965-01-03,8345.654529044292
1965-01-04,8340.19929761841
1965-01-05,8332.294575102513
1965-01-06,8321.940361496603
1965-01-07,8309.136656800678
1965-01-08,8293.883461014735
1965-01-09,8276.180774138782
1965-01-10,8256.028596172811
1965-01-11,8233.426927116827
1965-01-12,8208.375766970827
1965-01-13,8180.8751157348115
1965-01-14,8150.924973408781
1965-01-15,8118.525339992737
1965-01-16,8083.676215486677
1965-01-17,8047.0403015197535
1965-01-18,8012.59380786687
1965-01-19,7980.999436157177
1965-01-20,7952.257186390676
1965-01-21,7926.367058567365
1965-01-22,7903.329052687246
1965-01-23,7883.143168750318
1965-01-24,7865.809406756581
1965-01-25,7851.327766706033
1965-01-26,7839.698248598676
1965-01-27,7830.920852434512
1965-01-28,7824.995578213538
1965-01-29,7821.922425935756
1965-01-30,7821.701395601164
1965-01-31,7824.332487209762
1965-02-01,7829.0
1965-02-02,7838.151036256531
1965-02-03,7849.338493694704
1965-02-04,7863.378073076067
1965-02-05,7880.269774400621
1965-02-06,7900.013597668363
1965-02-07,7922.6095428793
1965-02-08,7948.057610033426
1965-02-09,7976.357799130744
1965-02-10,8007.510110171252
1965-02-11,8041.514543154951
1965-02-12,8078.371098081841
1965-02-13,8118.079774951922
1965-02-14,8160.640573765195
1965-02-15,8206.053494521657
1965-02-16,8252.722829453516
1965-02-17,8299.052870792973
1965-02-18,8345.04361854003
1965-02-19,8390.695072694687
1965-02-20,8436.007233256945
1965-02-21,8480.980100226801
1965-02-22,8525.613673604257
1965-02-23,8569.907953389313
1965-02-24,8613.86293958197
1965-02-25,8657.478632182227
1965-02-26,8700.75503119008
1965-02-27,8743.692136605534
1965-02-28,8786.289948428588
1965-03-01,8829.0
1965-03-02,8870.467691297497
1965-03-03,8912.04762234335
1965-03-04,8953.288259796802
1965-03-05,8994.189603657856
1965-03-06,9034.751653926509
1965-03-07,9074.97441060276
1965-03-08,9114.857873686615
1965-03-09,9154.402043178065
1965-03-10,9193.606919077116
1965-03-11,9232.472501383765
1965-03-12,9270.998790098016
1965-03-13,9309.185785219868
1965-03-14,9347.033486749317
1965-03-15,9384.541894686367
1965-03-16,9421.711009031014
1965-03-17,9458.517711900877
1965-03-18,9494.823296001605
1965-03-19,9530.604643450817
1965-03-20,9565.861754248514
1965-03-21,9600.594628394687
1965-03-22,9634.803265889343
1965-03-23,9668.48766673248
1965-03-24,9701.647830924101
1965-03-25,9734.2837584642
1965-03-26,9766.395449352785
1965-03-27,9797.982903589847
1965-03-28,9829.046121175394
1965-03-29,9859.585102109422
1965-03-30,9889.599846391931
1965-03-31,9919.090354022921
1965-04-01,9948.0
1965-04-02,9976.498659330347
1965-04-03,10004.41645700678
1965-04-04,10031.8100180317
1965-04-05,10058.679342405096
1965-04-06,10085.024430126974
1965-04-07,10110.845281197337
1965-04-08,10136.141895616178
1965-04-09,10160.914273383503
1965-04-10,10185.162414499307
1965-04-11,10208.886318963594
1965-04-12,10232.085986776363
1965-04-13,10254.761417937614
1965-04-14,10276.912612447344
1965-04-15,10298.539570305558
1965-04-16,10319.642291512253
1965-04-17,10340.508902403286
1965-04-18,10361.427529314513
1965-04-19,10382.398172245932
1965-04-20,10403.420831197547
1965-04-21,10424.495506169356
1965-04-22,10445.62219716136
1965-04-23,10466.800904173557
1965-04-24,10488.031627205946
1965-04-25,10509.314366258532
1965-04-26,10530.64912133131
1965-04-27,10552.035892424281
1965-04-28,10573.47467953745
1965-04-29,10594.96548267081
1965-04-30,10616.508301824364
1965-05-01,10638.0
1965-05-02,10659.749988192058
1965-05-03,10681.448855406194
1965-05-04,10703.199738640526
1965-05-05,10725.00263789505
1965-05-06,10746.857553169768
1965-05-07,10768.764484464682
1965-05-08,10790.723431779788
1965-05-09,10812.73439511509
1965-05-10,10834.797374470585
1965-05-11,10856.912369846272
1965-05-12,10879.079381242158
1965-05-13,10901.298408658235
1965-05-14,10923.569452094505
1965-05-15,10945.89251155097
1965-05-16,10968.26758702763
1965-05-17,10990.610924990657
1965-05-18,11012.420004237081
1965-05-19,11033.611071233083
1965-05-20,11054.18412597866
1965-05-21,11074.139168473806
1965-05-22,11093.476198718527
1965-05-23,11112.195216712822
1965-05-24,11130.296222456693
1965-05-25,11147.779215950135
1965-05-26,11164.644197193153
1965-05-27,11180.891166185742
1965-05-28,11196.520122927905
1965-05-29,11211.531067419643
1965-05-30,11225.923999660954
1965-05-31,11239.698919651839
1965-06-01,11253.0
1965-06-02,11265.39472288233
1965-06-03,11277.315606121936
1965-06-04,11288.618477111117
1965-06-05,11299.303335849869
1965-06-06,11309.370182338196
1965-06-07,11318.819016576097
1965-06-08,11327.649838563571
1965-06-09,11335.862648300621
1965-06-10,11343.45744578724
1965-06-11,11350.434231023435
1965-06-12,11356.793004009203
1965-06-13,11362.533764744549
1965-06-14,11367.656513229467
1965-06-15,11372.161249463956
1965-06-16,11376.04797344802
1965-06-17,11379.600960666528
1965-06-18,11383.10448660435
1965-06-19,11386.55855126149
1965-06-20,11389.96315463795
1965-06-21,11393.31829673372
1965-06-22,11396.623977548808
1965-06-23,11399.880197083214
1965-06-24,11403.086955336932
1965-06-25,11406.244252309965
1965-06-26,11409.352088002319
1965-06-27,11412.410462413985
1965-06-28,11415.41937554497
1965-06-29,11418.378827395267
1965-06-30,11421.28881796488
1965-07-01,11424.0
1965-07-02,11426.960415262058
1965-07-03,11429.72202198962
1965-07-04,11432.4341674365
1965-07-05,11435.096851602691
1965-07-06,11437.710074488201
1965-07-07,11440.273836093027
1965-07-08,11442.78813641717
1965-07-09,11445.252975460626
1965-07-10,11447.668353223398
1965-07-11,11450.034269705486
1965-07-12,11452.350724906892
1965-07-13,11454.617718827612
1965-07-14,11456.835251467648
1965-07-15,11459.003322827
1965-07-16,11461.12193290567
1965-07-17,11463.089695741444
1965-07-18,11464.298295561055
1965-07-19,11464.646346402296
1965-07-20,11464.133848265166
1965-07-21,11462.760801149667
1965-07-22,11460.527205055792
1965-07-23,11457.433059983548
1965-07-24,11453.478365932933
